Shipment_ID,Order_ID,Customer_Name,Source_City,Destination_City,Shipment_Date,Delivery_Date,Transport_Mode,Weight_kg,Distance_km,Vendor,Cost,Selling_Price,Delivery_Status,Damage_Flag,Delivery_Time_Days,Return_Reason,Driver_Rating,Vehicle_Type,Fuel_Consumption_Litres
14281,5861,Sita,,Coimbatore,2022-01-22,2022-03-03,Air,30.0,300.0,FedEx,1500.0,700.0,In Transit,1.0,2.0,,2.0,Mini Van,20.0
14282,11711,John,Coimbatore,Chennai,2021-01-18,2021-02-09,Air,15.0,300.0,BlueDart,200.0,0.0,Returned,0.0,-1.0,NULL,4.0,Mini Van,20.0
14283,14275,,Kolkata,Chennai,2021-11-09,2021-06-27,Unknown,5.0,300.0,,800.0,0.0,Delivered,1.0,1.0,NaN,4.0,Truck,
14284,5649,,Kolkata,Pune,2023-01-29,2021-12-21,,20.0,300.0,ABC Logistics,1000.0,,,,1.0,NULL,4.0,,25.0
14285,9134,John,Chennai,Kolkata,2022-04-30,2022-11-07,Road,-5.0,300.0,FedEx,-100.0,0.0,,,1.0,Late,0.0,Bike,
14286,12587,Vikram,Bangalore,Delhi,2021-09-09,2021-01-16,Rail,20.0,100.0,FedEx,200.0,2000.0,In Transit,0.0,4.0,NULL,2.0,Mini Van,25.0
14287,13828,Ram,Mumbai,Delhi,2022-03-24,2021-08-19,Rail,5.0,150.0,DHL,200.0,300.0,In Transit,0.0,-1.0,,1.0,Truck,15.0
14288,6036,Sita,Hyderabad,,2022-08-04,2021-05-23,Rail,20.0,300.0,,,700.0,In Transit,,5.0,Wrong Item,0.0,Truck,10.0
14289,9131,John,Chennai,Chennai,2021-01-27,2022-05-29,Unknown,,,,-100.0,2000.0,In Transit,1.0,5.0,Late,4.0,Container,15.0
14290,7148,NaN,Coimbatore,Coimbatore,2023-01-02,2022-05-12,Road,15.0,,Gati,-100.0,2000.0,In Transit,,,,4.0,,10.0
14291,10457,Sita,Pune,Bangalore,2023-03-12,2021-01-28,Unknown,30.0,200.0,Gati,0.0,1200.0,Returned,0.0,1.0,Wrong Item,0.0,,30.0
14292,11079,Aisha,Mumbai,Pune,2022-08-22,2021-05-13,Rail,5.0,100.0,Gati,,2000.0,Unknown,,-1.0,,0.0,Unknown,
14293,7430,,,Kolkata,2022-12-15,2023-05-16,Sea,20.0,50.0,,800.0,2000.0,Delivered,0.0,,NULL,2.0,Bike,20.0
14294,6879,,Mumbai,Unknown,2023-02-15,2022-04-29,Sea,15.0,150.0,,,1200.0,Delivered,,6.0,,3.0,,-10.0
14295,12542,John,Chennai,Bangalore,2022-05-06,2022-10-30,Road,5.0,200.0,Gati,-100.0,1600.0,Cancelled,1.0,3.0,Late,1.0,Unknown,15.0
14296,7011,John,Unknown,Hyderabad,2021-05-23,2021-11-09,Rail,15.0,,BlueDart,800.0,,Unknown,1.0,4.0,,5.0,Bike,-10.0
14297,8373,NaN,Chennai,Mumbai,2023-01-15,2022-11-23,Unknown,20.0,300.0,Unknown,500.0,700.0,Unknown,0.0,5.0,Damaged,0.0,,10.0
14298,12357,Aisha,Chennai,Pune,2022-02-03,2021-11-11,,25.0,100.0,Unknown,0.0,1200.0,Delayed,1.0,-1.0,NULL,5.0,Container,
14299,6289,Vikram,Chennai,Coimbatore,2023-02-06,2022-01-18,,30.0,100.0,Unknown,500.0,0.0,,0.0,4.0,,,Unknown,30.0
14300,6447,John,Mumbai,Bangalore,2023-06-20,2021-07-31,,10.0,300.0,ABC Logistics,1500.0,2000.0,In Transit,1.0,4.0,Wrong Item,0.0,Truck,15.0
14301,8199,,Chennai,Coimbatore,2021-12-05,2022-11-19,Sea,10.0,,ABC Logistics,0.0,2000.0,,,10.0,NULL,1.0,,-10.0
14302,11381,Sita,Bangalore,,2023-06-05,2023-04-19,Unknown,30.0,200.0,BlueDart,200.0,700.0,Delivered,1.0,1.0,NaN,2.0,,20.0
14303,12522,Ram,Mumbai,Pune,2021-02-12,2022-10-12,,25.0,100.0,DHL,500.0,,Delayed,,2.0,Wrong Item,0.0,Container,30.0
14304,11059,NULL,Pune,Chennai,2022-11-21,2021-07-31,Rail,5.0,400.0,Unknown,800.0,0.0,Delayed,0.0,2.0,Late,3.0,Mini Van,25.0
14305,8183,Sita,Bangalore,Kolkata,2022-05-24,2021-09-05,Rail,15.0,,Unknown,,300.0,Returned,1.0,2.0,NaN,3.0,Bike,20.0
14306,10462,Vikram,Coimbatore,Coimbatore,2022-10-09,2023-05-19,,25.0,,ABC Logistics,,1200.0,In Transit,1.0,10.0,NaN,5.0,Mini Van,-10.0
14307,8216,Ram,Pune,Delhi,2021-06-12,2022-03-02,Air,10.0,150.0,,200.0,1600.0,Cancelled,,1.0,NaN,3.0,Truck,25.0
14308,8136,Sita,,Bangalore,2022-09-18,2022-03-14,,5.0,200.0,FedEx,0.0,700.0,Delayed,0.0,10.0,Damaged,5.0,Mini Van,30.0
14309,8318,Sita,Kolkata,Delhi,2021-02-12,2022-01-11,Air,-5.0,,,-100.0,700.0,Returned,1.0,8.0,,,Truck,30.0
14310,7782,Aisha,Mumbai,Coimbatore,2022-09-08,2022-01-25,Road,25.0,-20.0,ABC Logistics,500.0,1200.0,In Transit,0.0,1.0,NULL,4.0,Bike,25.0
14311,14182,NULL,Kolkata,Bangalore,2021-05-31,2022-02-25,Road,10.0,300.0,BlueDart,1500.0,2000.0,Delivered,0.0,8.0,,,Container,10.0
14312,12657,NaN,Mumbai,Chennai,2021-11-21,2023-01-05,Rail,20.0,-20.0,DHL,-100.0,2000.0,Cancelled,1.0,1.0,,2.0,Truck,
14313,9920,Vikram,Pune,Mumbai,2021-05-19,2022-07-21,Unknown,15.0,,ABC Logistics,1500.0,1600.0,In Transit,,10.0,NULL,3.0,Bike,30.0
14314,11324,,,Mumbai,2021-09-16,2022-03-10,Sea,,-20.0,BlueDart,1500.0,1200.0,Returned,0.0,3.0,NaN,2.0,Unknown,15.0
14315,11327,Aisha,Hyderabad,,2021-03-10,2021-02-26,Unknown,5.0,200.0,FedEx,1500.0,700.0,,0.0,9.0,NaN,4.0,Container,
14316,13417,Ram,Hyderabad,Hyderabad,2021-11-26,2021-08-18,Rail,20.0,-20.0,Gati,,0.0,Returned,1.0,8.0,Damaged,1.0,Mini Van,15.0
14317,5776,NULL,Bangalore,Mumbai,2022-08-11,2022-06-03,Rail,,400.0,FedEx,-100.0,1200.0,Returned,0.0,2.0,Damaged,1.0,Mini Van,30.0
14318,10208,,Chennai,Hyderabad,2021-03-22,2023-02-22,Unknown,25.0,,FedEx,,300.0,Returned,1.0,4.0,Late,1.0,Truck,
14319,5687,Aisha,Chennai,Bangalore,2021-11-13,2023-04-20,Sea,20.0,200.0,Unknown,,700.0,Returned,0.0,8.0,NULL,5.0,,25.0
14320,5529,NULL,Hyderabad,Mumbai,2022-03-01,2022-04-12,Rail,20.0,,DHL,0.0,1600.0,Cancelled,,-1.0,NULL,5.0,Unknown,25.0
14321,10067,NaN,Pune,Coimbatore,2023-01-24,2022-02-01,Sea,10.0,50.0,ABC Logistics,-100.0,1600.0,Delayed,,9.0,Wrong Item,1.0,,20.0
14322,13080,Vikram,,Chennai,2022-07-27,2022-08-03,Rail,0.0,-20.0,Gati,800.0,700.0,Unknown,,7.0,Wrong Item,4.0,Unknown,25.0
14323,10518,John,Bangalore,Coimbatore,2021-08-27,2023-05-05,Road,20.0,-20.0,BlueDart,1500.0,2000.0,Delayed,,1.0,Wrong Item,,Container,10.0
14324,7153,NaN,Pune,Coimbatore,2022-09-30,2023-02-23,Air,10.0,300.0,Gati,-100.0,700.0,Unknown,1.0,8.0,Damaged,0.0,Mini Van,10.0
14325,14486,John,Chennai,Hyderabad,2021-11-15,2022-03-15,Rail,-5.0,150.0,ABC Logistics,1000.0,700.0,Delivered,1.0,-1.0,Late,5.0,Bike,15.0
14326,11094,Ram,Bangalore,Unknown,2022-08-31,2023-04-09,Air,,300.0,DHL,,300.0,Unknown,1.0,1.0,Late,,Unknown,30.0
14327,11974,John,Kolkata,Unknown,2022-10-06,2022-01-03,,15.0,50.0,ABC Logistics,1500.0,700.0,Delayed,1.0,9.0,NaN,,Container,15.0
14328,14718,Aisha,Delhi,Kolkata,2022-01-27,2022-11-08,Rail,,300.0,BlueDart,500.0,,Returned,1.0,8.0,,1.0,Truck,30.0
14329,9774,Ram,Coimbatore,Mumbai,2023-04-12,2021-04-30,Road,5.0,300.0,Gati,0.0,0.0,Delayed,,4.0,Late,2.0,Unknown,15.0
14330,12692,,Bangalore,Chennai,2021-01-03,2023-01-31,Sea,5.0,150.0,FedEx,200.0,,Unknown,0.0,10.0,Wrong Item,1.0,Truck,30.0
14331,8103,NaN,Chennai,Chennai,2021-02-01,2022-10-15,Road,20.0,-20.0,ABC Logistics,,1200.0,,0.0,-1.0,NULL,0.0,Container,30.0
14332,7440,NaN,Pune,Delhi,2021-04-28,2022-10-04,Air,20.0,50.0,,,1200.0,Unknown,,,,1.0,Bike,15.0
14333,9135,Vikram,Kolkata,Coimbatore,2021-06-10,2022-10-25,Sea,20.0,300.0,DHL,500.0,0.0,,,4.0,NaN,0.0,Mini Van,20.0
14334,12124,Ram,Coimbatore,Chennai,2021-08-02,2023-05-16,Road,-5.0,400.0,DHL,200.0,1600.0,Delayed,1.0,4.0,Damaged,2.0,Mini Van,10.0
14335,10201,,Coimbatore,Bangalore,2021-09-18,2021-12-27,Road,30.0,,Gati,800.0,2000.0,Returned,1.0,6.0,Late,,Bike,25.0
14336,5844,NaN,Bangalore,Pune,2022-06-03,2022-03-25,Road,15.0,300.0,FedEx,-100.0,1600.0,Unknown,0.0,2.0,NaN,5.0,Mini Van,-10.0
14337,5446,Ram,Coimbatore,Coimbatore,2023-01-08,2022-02-20,Unknown,30.0,100.0,BlueDart,,300.0,Cancelled,0.0,4.0,NULL,,Unknown,-10.0
14338,8915,Sita,Kolkata,Hyderabad,2023-02-10,2021-09-07,Sea,10.0,300.0,FedEx,200.0,700.0,Returned,1.0,4.0,Wrong Item,2.0,,10.0
14339,8109,Sita,,Coimbatore,2022-09-16,2023-06-05,Road,10.0,150.0,Gati,1000.0,0.0,Delayed,1.0,8.0,Damaged,0.0,,25.0
14340,6234,Ram,Pune,Chennai,2023-01-02,2023-03-10,Road,,100.0,FedEx,,1600.0,Delayed,,2.0,Damaged,5.0,Bike,30.0
14341,11587,NaN,Bangalore,,2021-06-30,2022-05-04,Air,15.0,400.0,Gati,1500.0,700.0,Delivered,1.0,8.0,Late,4.0,,
14342,5226,NULL,Coimbatore,Bangalore,2022-03-06,2022-02-12,Road,,,FedEx,0.0,1600.0,Returned,,-1.0,NULL,5.0,Unknown,15.0
14343,9143,John,,Bangalore,2022-02-08,2021-05-06,Road,15.0,400.0,ABC Logistics,500.0,700.0,Delivered,1.0,10.0,Wrong Item,0.0,Container,-10.0
14344,12185,Sita,Pune,Mumbai,2021-05-04,2022-12-23,,10.0,400.0,DHL,200.0,1600.0,Delivered,0.0,,Wrong Item,0.0,Mini Van,15.0
14345,10558,NULL,Mumbai,Unknown,2021-09-18,2021-01-26,Sea,20.0,50.0,Gati,500.0,,In Transit,,2.0,Wrong Item,3.0,Unknown,25.0
14346,5186,NULL,,Hyderabad,2021-05-15,2023-02-13,,20.0,400.0,Gati,1500.0,,,0.0,9.0,Wrong Item,5.0,Container,15.0
14347,7535,Vikram,Mumbai,Mumbai,2021-12-22,2021-08-01,Unknown,15.0,200.0,DHL,800.0,,Delivered,,9.0,Late,3.0,Bike,15.0
14348,6932,,Mumbai,Kolkata,2022-01-12,2021-05-15,Air,-5.0,150.0,,0.0,0.0,,,6.0,NaN,5.0,Unknown,15.0
14349,14040,Aisha,,Pune,2021-09-06,2023-01-08,,30.0,50.0,,1500.0,1200.0,Delayed,0.0,10.0,NaN,0.0,Unknown,10.0
14350,7032,Sita,Coimbatore,Delhi,2021-06-18,2021-06-03,Unknown,25.0,100.0,BlueDart,-100.0,0.0,Unknown,0.0,-1.0,NaN,2.0,,15.0
14351,6252,Ram,Mumbai,Bangalore,2022-07-11,2021-04-30,Rail,30.0,200.0,Gati,800.0,0.0,Delayed,1.0,5.0,Late,5.0,Container,20.0
14352,10509,John,Coimbatore,Hyderabad,2021-03-05,2023-02-18,Sea,0.0,50.0,ABC Logistics,500.0,300.0,In Transit,,7.0,NULL,1.0,Container,25.0
14353,10074,Aisha,Coimbatore,Unknown,2022-03-14,2023-02-09,Road,25.0,150.0,FedEx,800.0,1600.0,In Transit,1.0,8.0,,5.0,Truck,10.0
14354,6881,,Pune,Hyderabad,2023-02-07,2021-06-12,,20.0,100.0,ABC Logistics,,1200.0,Unknown,,8.0,Late,2.0,Container,10.0
14355,5269,NULL,Unknown,Delhi,2023-03-12,2023-03-16,,,150.0,Gati,800.0,0.0,Returned,1.0,3.0,Wrong Item,2.0,,-10.0
14356,6630,,Kolkata,Delhi,2023-04-10,2021-06-05,Road,25.0,150.0,BlueDart,800.0,0.0,Unknown,0.0,3.0,NaN,5.0,Mini Van,30.0
14357,9405,NaN,Coimbatore,Mumbai,2023-03-16,2021-09-19,Road,20.0,100.0,Gati,,2000.0,In Transit,0.0,5.0,NaN,0.0,Mini Van,30.0
14358,11139,Sita,Pune,Coimbatore,2021-04-05,2021-11-09,Air,25.0,400.0,BlueDart,800.0,1600.0,Cancelled,1.0,5.0,NULL,5.0,Mini Van,-10.0
14359,6574,,Delhi,Kolkata,2022-03-27,2023-06-12,,20.0,300.0,DHL,,700.0,Delayed,0.0,2.0,Wrong Item,5.0,,15.0
14360,6695,,Mumbai,Kolkata,2023-01-18,2022-07-24,,0.0,150.0,FedEx,,300.0,Delayed,1.0,5.0,Late,,Mini Van,10.0
14361,8258,John,Bangalore,Chennai,2022-11-16,2022-06-16,Rail,0.0,400.0,ABC Logistics,0.0,1200.0,,,1.0,NaN,,Unknown,
14362,8262,NaN,Coimbatore,Kolkata,2021-02-22,2021-03-15,Unknown,5.0,,BlueDart,800.0,1200.0,In Transit,,,NULL,4.0,Unknown,-10.0
14363,6445,NaN,,Hyderabad,2023-05-01,2022-07-01,Rail,15.0,100.0,ABC Logistics,,300.0,,0.0,7.0,Wrong Item,0.0,Mini Van,10.0
14364,11263,NULL,Mumbai,Kolkata,2021-10-02,2022-07-13,,20.0,150.0,Unknown,200.0,1600.0,In Transit,0.0,,NaN,3.0,Bike,15.0
14365,13411,John,Mumbai,Unknown,2021-07-21,2022-03-11,Rail,10.0,300.0,DHL,800.0,700.0,Delayed,0.0,7.0,,5.0,Bike,-10.0
14366,5052,John,Delhi,Kolkata,2022-06-01,2021-08-10,,25.0,,Gati,-100.0,2000.0,In Transit,,1.0,Damaged,5.0,Truck,25.0
14367,14949,Ram,Bangalore,Bangalore,2021-10-27,2021-10-22,Sea,0.0,100.0,BlueDart,800.0,1600.0,Returned,1.0,3.0,Damaged,3.0,Unknown,10.0
14368,10570,,Pune,Chennai,2022-11-01,2022-01-10,Air,10.0,-20.0,FedEx,1500.0,300.0,In Transit,0.0,8.0,NaN,1.0,Truck,30.0
14369,12579,,Delhi,Hyderabad,2023-05-28,2021-07-06,Rail,-5.0,50.0,Unknown,1500.0,1600.0,In Transit,1.0,,Wrong Item,4.0,Container,15.0
14370,6666,NaN,Kolkata,Delhi,2022-12-10,2022-11-14,,,50.0,BlueDart,0.0,0.0,Unknown,0.0,9.0,NaN,4.0,Container,10.0
14371,11901,,Mumbai,Mumbai,2023-05-16,2023-04-17,Rail,30.0,-20.0,,0.0,1600.0,Returned,0.0,3.0,Damaged,1.0,Unknown,
14372,7785,Vikram,Coimbatore,Pune,2023-01-08,2023-01-17,Unknown,0.0,400.0,Gati,-100.0,300.0,Returned,0.0,6.0,NaN,3.0,Unknown,
14373,5719,John,Coimbatore,Mumbai,2021-10-18,2022-03-19,Air,10.0,50.0,Gati,0.0,300.0,Returned,1.0,6.0,NaN,0.0,Container,30.0
14374,13597,Aisha,Delhi,Coimbatore,2022-08-22,2021-11-07,Sea,25.0,200.0,FedEx,1500.0,2000.0,,1.0,6.0,,3.0,Truck,20.0
14375,11855,NaN,Kolkata,Pune,2021-02-03,2022-05-18,Road,20.0,-20.0,FedEx,-100.0,300.0,Delayed,1.0,5.0,NaN,2.0,Mini Van,10.0
14376,7294,Sita,Hyderabad,Unknown,2021-04-09,2022-06-10,Road,0.0,150.0,DHL,800.0,300.0,Unknown,,6.0,,3.0,Container,-10.0
14377,13263,NaN,Chennai,,2022-04-02,2021-07-09,Rail,5.0,150.0,Unknown,-100.0,300.0,In Transit,,6.0,Wrong Item,,Mini Van,
14378,14421,NULL,,Chennai,2021-06-25,2021-03-25,,15.0,100.0,Unknown,-100.0,0.0,Returned,,10.0,,0.0,Mini Van,15.0
14379,14759,Aisha,,Delhi,2021-10-17,2023-02-17,Unknown,0.0,200.0,ABC Logistics,1500.0,0.0,Returned,1.0,6.0,Damaged,4.0,Truck,30.0
14380,9482,NULL,Hyderabad,Mumbai,2023-05-17,2021-01-06,Air,25.0,150.0,BlueDart,200.0,0.0,Delayed,,8.0,Wrong Item,0.0,Bike,10.0
14381,5698,Ram,Mumbai,Kolkata,2023-04-26,2021-09-03,Sea,20.0,100.0,DHL,500.0,1200.0,Cancelled,0.0,,NaN,,Unknown,30.0
14382,12243,Ram,Pune,Chennai,2023-02-20,2021-04-11,Sea,30.0,300.0,ABC Logistics,1500.0,300.0,In Transit,1.0,6.0,Damaged,2.0,Bike,15.0
14383,14018,NULL,Bangalore,Kolkata,2021-04-04,2021-11-23,Sea,25.0,150.0,Unknown,,300.0,Cancelled,0.0,-1.0,,5.0,,10.0
14384,10918,,Hyderabad,Chennai,2021-01-31,2022-10-27,Road,15.0,400.0,DHL,1500.0,300.0,Cancelled,0.0,3.0,,5.0,Bike,-10.0
14385,5348,Aisha,Kolkata,Chennai,2021-07-19,2022-03-29,Air,25.0,150.0,,200.0,2000.0,Returned,1.0,7.0,NULL,5.0,Container,-10.0
14386,10374,,Coimbatore,Coimbatore,2022-05-17,2023-05-07,Road,20.0,300.0,FedEx,,0.0,,0.0,6.0,Late,2.0,Truck,
14387,12869,NaN,Chennai,Bangalore,2021-10-08,2022-03-01,Rail,5.0,300.0,FedEx,,1600.0,Delayed,1.0,,NaN,4.0,Mini Van,15.0
14388,5307,Vikram,Mumbai,Unknown,2022-06-28,2022-07-03,Sea,5.0,150.0,Gati,,0.0,In Transit,,9.0,Late,3.0,Truck,25.0
14389,8416,Ram,Chennai,Kolkata,2022-02-08,2023-06-14,Air,,300.0,BlueDart,-100.0,300.0,In Transit,1.0,4.0,Wrong Item,2.0,Unknown,10.0
14390,9820,Ram,Bangalore,Kolkata,2022-07-07,2021-08-03,Sea,20.0,100.0,BlueDart,,300.0,In Transit,1.0,1.0,Damaged,0.0,,10.0
14391,8558,Aisha,Coimbatore,Kolkata,2021-02-04,2022-01-20,Road,5.0,150.0,BlueDart,1000.0,2000.0,,0.0,6.0,Late,4.0,,-10.0
14392,9478,Ram,Kolkata,Coimbatore,2021-05-07,2021-09-07,Road,30.0,150.0,DHL,1000.0,1600.0,Cancelled,0.0,9.0,Wrong Item,0.0,,-10.0
14393,11531,Vikram,,Mumbai,2023-04-07,2021-12-10,Road,5.0,50.0,DHL,,2000.0,Delivered,0.0,8.0,,3.0,Mini Van,
14394,9620,Vikram,Bangalore,Hyderabad,2021-07-10,2022-08-25,Sea,0.0,400.0,BlueDart,,,Delayed,0.0,2.0,Late,1.0,,30.0
14395,7985,Vikram,Hyderabad,Kolkata,2021-03-30,2021-01-15,Air,-5.0,150.0,Gati,,700.0,Delivered,0.0,3.0,Damaged,4.0,Unknown,10.0
14396,13112,Sita,,Mumbai,2022-05-15,2021-12-27,Air,15.0,,ABC Logistics,200.0,700.0,Cancelled,0.0,8.0,NULL,,,25.0
14397,13467,Vikram,,Bangalore,2023-01-22,2021-07-21,Rail,,50.0,,1500.0,700.0,Returned,0.0,-1.0,NULL,,,30.0
14398,7547,Vikram,Kolkata,Kolkata,2022-05-16,2023-06-10,Sea,25.0,300.0,DHL,500.0,300.0,Delivered,0.0,,Late,1.0,Unknown,30.0
14399,5336,Sita,Hyderabad,Unknown,2023-03-26,2022-03-14,Rail,15.0,400.0,BlueDart,0.0,2000.0,Delivered,0.0,9.0,NULL,0.0,Unknown,20.0
14400,7979,,Delhi,Delhi,2022-07-30,2022-03-05,Unknown,25.0,400.0,FedEx,,300.0,Delayed,1.0,8.0,Wrong Item,5.0,Mini Van,10.0
14401,8968,NaN,Bangalore,,2022-09-30,2022-02-23,Rail,,300.0,DHL,0.0,700.0,Cancelled,0.0,10.0,NaN,0.0,,20.0
14402,5910,John,Pune,Kolkata,2023-06-02,2022-03-29,Rail,,100.0,ABC Logistics,1500.0,1600.0,Delayed,0.0,1.0,Damaged,5.0,Container,
14403,6996,Ram,Unknown,Hyderabad,2022-03-29,2021-06-27,Rail,-5.0,-20.0,DHL,200.0,1600.0,Returned,1.0,3.0,,4.0,Truck,25.0
14404,8129,Vikram,Coimbatore,Delhi,2022-12-30,2022-08-22,Road,0.0,-20.0,ABC Logistics,0.0,,,,,Damaged,,,10.0
14405,10447,Ram,Kolkata,Unknown,2021-08-16,2022-05-31,Unknown,20.0,50.0,ABC Logistics,200.0,2000.0,,,8.0,,1.0,,20.0
14406,11129,Aisha,Coimbatore,Coimbatore,2022-05-31,2023-03-28,Rail,25.0,150.0,DHL,,,,1.0,1.0,NULL,2.0,Truck,20.0
14407,10850,Ram,Bangalore,,2022-11-20,2021-09-30,Air,25.0,50.0,ABC Logistics,0.0,0.0,In Transit,,-1.0,Wrong Item,3.0,,-10.0
14408,9204,NULL,Hyderabad,Coimbatore,2021-08-23,2022-01-19,Rail,10.0,300.0,DHL,800.0,1600.0,,0.0,7.0,,5.0,Unknown,30.0
14409,12446,,Pune,Hyderabad,2021-06-13,2021-02-11,Road,,300.0,DHL,-100.0,700.0,Unknown,0.0,4.0,NULL,5.0,,20.0
14410,13519,NaN,Unknown,,2022-02-22,2023-06-20,,,,Gati,200.0,,,0.0,-1.0,,5.0,Container,20.0
14411,14991,Sita,Chennai,Hyderabad,2021-09-19,2021-11-26,Unknown,-5.0,-20.0,FedEx,800.0,,Cancelled,,7.0,Late,5.0,Unknown,
14412,5314,Ram,Pune,Coimbatore,2023-02-06,2022-05-22,,-5.0,100.0,,0.0,,Unknown,1.0,4.0,Damaged,,Bike,10.0
14413,6134,Ram,Kolkata,Unknown,2023-01-23,2021-10-01,,20.0,-20.0,ABC Logistics,0.0,2000.0,,0.0,8.0,NaN,4.0,Mini Van,-10.0
14414,9876,Ram,Coimbatore,,2022-03-10,2021-08-03,Unknown,25.0,400.0,DHL,200.0,0.0,,1.0,-1.0,NaN,,Mini Van,-10.0
14415,13102,John,Pune,Pune,2021-11-29,2021-04-25,Sea,,400.0,ABC Logistics,800.0,2000.0,Returned,1.0,6.0,Wrong Item,4.0,Truck,10.0
14416,14712,John,Mumbai,Mumbai,2021-12-08,2021-09-20,Air,,300.0,DHL,800.0,700.0,Returned,0.0,10.0,NULL,1.0,Container,30.0
14417,13347,Aisha,Hyderabad,Unknown,2022-01-03,2021-07-24,Road,0.0,50.0,,,700.0,Delivered,1.0,10.0,Wrong Item,2.0,Mini Van,-10.0
14418,10592,Sita,Hyderabad,,2021-06-13,2021-01-17,Unknown,0.0,400.0,Unknown,,700.0,Unknown,1.0,8.0,Damaged,1.0,Truck,10.0
14419,6724,Ram,Mumbai,Hyderabad,2022-02-04,2021-08-10,,10.0,,DHL,-100.0,,Delayed,0.0,-1.0,NaN,,Truck,25.0
14420,8343,Ram,,Hyderabad,2021-05-15,2023-05-21,Road,-5.0,,DHL,0.0,700.0,Delivered,1.0,1.0,,,Truck,30.0
14421,5886,Ram,,Bangalore,2021-06-23,2021-11-06,Road,20.0,150.0,FedEx,1500.0,0.0,Delivered,,9.0,,2.0,Mini Van,25.0
14422,5721,Ram,Bangalore,Unknown,2022-04-21,2021-10-26,Sea,5.0,150.0,ABC Logistics,-100.0,2000.0,In Transit,0.0,,Wrong Item,4.0,Bike,10.0
14423,12678,John,Delhi,Hyderabad,2022-01-11,2021-11-30,,5.0,50.0,FedEx,-100.0,1600.0,Delayed,0.0,-1.0,,5.0,Truck,10.0
14424,14104,,Chennai,Chennai,2022-04-18,2021-08-12,Rail,25.0,-20.0,FedEx,-100.0,700.0,In Transit,0.0,9.0,,1.0,,30.0
14425,8357,,Mumbai,Mumbai,2021-06-07,2022-08-30,Road,,-20.0,Unknown,800.0,1200.0,,0.0,6.0,,2.0,Bike,-10.0
14426,5870,Aisha,Bangalore,Coimbatore,2021-05-19,2021-08-18,,25.0,100.0,Unknown,1000.0,2000.0,Returned,0.0,9.0,Late,3.0,Bike,20.0
14427,11751,NULL,Coimbatore,Delhi,2023-01-16,2022-04-16,Road,15.0,150.0,FedEx,200.0,300.0,,0.0,6.0,NULL,2.0,,15.0
14428,5497,Vikram,Mumbai,Bangalore,2022-04-21,2022-07-26,Sea,,50.0,FedEx,,1600.0,In Transit,0.0,6.0,NULL,1.0,Mini Van,15.0
14429,6756,Sita,Delhi,Hyderabad,2023-05-16,2021-09-13,Sea,5.0,50.0,Gati,500.0,2000.0,Returned,,4.0,NaN,0.0,Mini Van,10.0
14430,6117,,Mumbai,Chennai,2022-12-10,2021-08-24,Rail,5.0,300.0,ABC Logistics,0.0,700.0,Delivered,1.0,3.0,Damaged,4.0,Container,25.0
14431,7828,NULL,Delhi,Bangalore,2021-12-04,2021-02-18,Sea,10.0,400.0,ABC Logistics,200.0,,,,3.0,,5.0,Mini Van,30.0
14432,6647,NaN,Delhi,Chennai,2022-11-25,2022-10-08,,5.0,300.0,DHL,1500.0,0.0,In Transit,1.0,2.0,Wrong Item,3.0,Container,20.0
14433,11992,NaN,Delhi,Bangalore,2021-07-11,2021-09-20,Unknown,-5.0,400.0,ABC Logistics,1500.0,1200.0,,0.0,4.0,,0.0,Truck,
14434,11771,Ram,Hyderabad,Hyderabad,2021-03-21,2021-06-21,Sea,20.0,100.0,,800.0,300.0,Delayed,,9.0,Damaged,1.0,Mini Van,10.0
14435,5142,NaN,Pune,Chennai,2022-07-25,2021-07-26,Unknown,,100.0,FedEx,1500.0,1600.0,In Transit,0.0,7.0,,4.0,Mini Van,25.0
14436,7761,,Hyderabad,,2021-05-27,2022-03-29,Rail,25.0,100.0,BlueDart,,700.0,Returned,1.0,3.0,Late,2.0,,10.0
14437,8435,Aisha,Bangalore,Unknown,2023-03-30,2021-05-09,Air,,50.0,Unknown,1500.0,2000.0,Cancelled,,8.0,Damaged,4.0,Truck,
14438,11622,Vikram,Hyderabad,Delhi,2021-08-30,2023-02-16,Road,,50.0,ABC Logistics,200.0,2000.0,,,9.0,NULL,4.0,Unknown,15.0
14439,12069,,Hyderabad,Coimbatore,2021-04-12,2021-10-27,Road,5.0,-20.0,Unknown,0.0,1600.0,Unknown,1.0,1.0,NULL,5.0,Unknown,10.0
14440,9512,Aisha,Coimbatore,Delhi,2022-12-03,2021-01-26,,5.0,300.0,Unknown,1000.0,1200.0,,1.0,-1.0,Late,1.0,Container,25.0
14441,6848,NaN,Mumbai,Coimbatore,2021-08-01,2022-06-15,Rail,15.0,150.0,BlueDart,1000.0,,Unknown,,1.0,NULL,,Truck,15.0
14442,7696,John,Hyderabad,Pune,2022-09-04,2021-01-21,Rail,10.0,,Unknown,0.0,0.0,Delayed,,9.0,NaN,4.0,Unknown,
14443,6717,Vikram,Unknown,Mumbai,2023-02-12,2022-01-18,Rail,,400.0,,0.0,700.0,Returned,,9.0,Late,2.0,Bike,
14444,8072,Aisha,Delhi,Pune,2022-11-30,2022-07-11,Road,15.0,400.0,Gati,800.0,1600.0,,1.0,7.0,NULL,0.0,,-10.0
